id	content	info
B60W	CONJOINT CONTROL OF VEHICLE SUB-UNITS OF DIFFERENT TYPE OR DIFFERENT FUNCTION  CONTROL SYSTEMS SPECIALLY ADAPTED FOR HYBRID VEHICLES  ROAD VEHICLE DRIVE CONTROL SYSTEMS FOR PURPOSES NOT RELATED TO THE CONTROL OF A PARTICULAR SUB-UNIT	0
B61B	RAILWAY SYSTEMS  EQUIPMENT THEREFOR NOT OTHERWISE PROVIDED FOR 	1
B61C	LOCOMOTIVES  MOTOR RAILCARS	0
B61D	BODY DETAILS OR KINDS OF RAILWAY VEHICLES 	1
B61F	RAIL VEHICLE SUSPENSIONS  e.g. UNDERFRAMES  BOGIES OR ARRANGEMENTS OF WHEEL AXLES  RAIL VEHICLES FOR USE ON TRACKS OF DIFFERENT WIDTH  PREVENTING DERAILING OF RAIL VEHICLES  WHEEL GUARDS  OBSTRUCTION REMOVERS OR THE LIKE FOR RAIL VEHICLES	0
B61G	COUPLINGS SPECIALLY ADAPTED FOR RAILWAY VEHICLES  DRAUGHT OR BUFFING APPLIANCES SPECIALLY ADAPTED FOR RAILWAY VEHICLES	1
B61H	BRAKES OR OTHER RETARDING DEVICES SPECIALLY ADAPTED FOR RAIL VEHICLES  ARRANGEMENT OR DISPOSITION THEREOF IN RAIL VEHICLES	0
B61J	SHIFTING OR SHUNTING OF RAIL VEHICLES 	1
B61K	AUXILIARY EQUIPMENT SPECIALLY ADAPTED FOR RAILWAYS  NOT OTHERWISE PROVIDED FOR	0
B61L	GUIDING RAILWAY TRAFFIC  ENSURING THE SAFETY OF RAILWAY TRAFFIC 	1
B62B	HAND-PROPELLED VEHICLES  e.g. HAND CARTS OR PERAMBULATORS  SLEDGES 	1
B62C	VEHICLES DRAWN BY ANIMALS	1
B62D	MOTOR VEHICLES  TRAILERS 	0
B62H	CYCLE STANDS  SUPPORTS OR HOLDERS FOR PARKING OR STORING CYCLES  APPLIANCES PREVENTING OR INDICATING UNAUTHORISED USE OR THEFT OF CYCLES  LOCKS INTEGRAL WITH CYCLES  DEVICES FOR LEARNING TO RIDE CYCLES	0
B62J	CYCLE SADDLES OR SEATS  AUXILIARY DEVICES OR ACCESSORIES SPECIALLY ADAPTED TO CYCLES AND NOT OTHERWISE PROVIDED FOR  e.g. ARTICLE CARRIERS OR CYCLE PROTECTORS	0
B62K	CYCLES  CYCLE FRAMES  CYCLE STEERING DEVICES  RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES  CYCLE AXLE SUSPENSIONS  CYCLE SIDECARS  FORECARS  OR THE LIKE	0
B62L	BRAKES SPECIALLY ADAPTED FOR CYCLES	0
B62M	RIDER PROPULSION OF WHEELED VEHICLES OR SLEDGES  POWERED PROPULSION OF SLEDGES OR CYCLES  TRANSMISSIONS SPECIALLY ADAPTED FOR SUCH VEHICLES	0
B63B	SHIPS OR OTHER WATERBORNE VESSELS  EQUIPMENT FOR SHIPPING	0
B63C	LAUNCHING  HAULING-OUT  OR DRY-DOCKING OF VESSELS  LIFE-SAVING IN WATER  EQUIPMENT FOR DWELLING OR WORKING UNDER WATER  MEANS FOR SALVAGING OR SEARCHING FOR UNDERWATER OBJECTS	0
B63G	OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS  MINE-LAYING  MINE-SWEEPING  SUBMARINES  AIRCRAFT CARRIERS	0
B63H	MARINE PROPULSION OR STEERING 	0
B63J	AUXILIARIES ON VESSELS	0
B64B	LIGHTER-THAN-AIR AIRCRAFT	1
B64C	AEROPLANES  HELICOPTERS	1
B64D	EQUIPMENT FOR FITTING IN OR TO AIRCRAFT  FLYING SUITS  PARACHUTES  ARRANGEMENTS OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS IN AIRCRAFT	1
B64F	GROUND OR AIRCRAFT-CARRIER-DECK INSTALLATIONS SPECIALLY ADAPTED FOR USE IN CONNECTION WITH AIRCRAFT  DESIGNING  MANUFACTURING  ASSEMBLING  CLEANING  MAINTAINING OR REPAIRING AIRCRAFT  NOT OTHERWISE PROVIDED FOR  HANDLING  TRANSPORTING  TESTING OR INSPECTING AIRCRAFT COMPONENTS  NOT OTHERWISE PROVIDED FOR	1
B64G	COSMONAUTICS  VEHICLES OR EQUIPMENT THEREFOR	1
B65B	MACHINES  APPARATUS OR DEVICES FOR  OR METHODS OF  PACKAGING ARTICLES OR MATERIALS  UNPACKING	1
B65C	LABELLING OR TAGGING MACHINES  APPARATUS  OR PROCESSES	1
B65D	CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS  e.g. BAGS  BARRELS  BOTTLES  BOXES  CANS  CARTONS  CRATES  DRUMS  JARS  TANKS  HOPPERS  FORWARDING CONTAINERS  ACCESSORIES  CLOSURES  OR FITTINGS THEREFOR  PACKAGING ELEMENTS  PACKAGES	1
B65F	GATHERING OR REMOVAL OF DOMESTIC OR LIKE REFUSE	0
B65G	TRANSPORT OR STORAGE DEVICES  e.g. CONVEYORS FOR LOADING OR TIPPING  SHOP CONVEYOR SYSTEMS?OR?PNEUMATIC TUBE CONVEYORS	0
B65H	HANDLING THIN OR FILAMENTARY MATERIAL  e.g. SHEETS  WEBS  CABLES	0
B66B	ELEVATORS  ESCALATORS OR MOVING WALKWAYS	0
B66C	CRANES  LOAD-ENGAGING ELEMENTS OR DEVICES FOR CRANES  CAPSTANS  WINCHES  OR TACKLES	0
B66D	CAPSTANS  WINCHES  TACKLES  e.g. PULLEY BLOCKS  HOISTS	0
B66F	HOISTING  LIFTING  HAULING  OR PUSHING  NOT OTHERWISE PROVIDED FOR  e.g. DEVICES WHICH APPLY A LIFTING OR PUSHING FORCE DIRECTLY TO THE SURFACE OF A LOAD	0
B67B	APPLYING CLOSURE MEMBERS TO BOTTLES  JARS  OR SIMILAR CONTAINERS  OPENING CLOSED CONTAINERS	0
B67C	FILLING WITH LIQUIDS OR SEMILIQUIDS  OR EMPTYING  OF BOTTLES  JARS  CANS  CASKS  BARRELS  OR SIMILAR CONTAINERS  NOT OTHERWISE PROVIDED FOR  FUNNELS	1
B67D	DISPENSING  DELIVERING  OR TRANSFERRING LIQUIDS  NOT OTHERWISE PROVIDED FOR	0
B68B	HARNESS  DEVICES USED IN CONNECTION THEREWITH  WHIPS OR THE LIKE	1
B68C	SADDLES  STIRRUPS	0
B68F	MAKING ARTICLES FROM LEATHER  CANVAS  OR THE LIKE	1
B68G	METHODS  EQUIPMENT  OR MACHINES FOR USE IN UPHOLSTERING  UPHOLSTERY NOT OTHERWISE PROVIDED FOR	0
B81B	MICROSTRUCTURAL DEVICES OR SYSTEMS  e.g. MICROMECHANICAL DEVICES	1
B81C	PROCESSES OR APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OR TREATMENT OF MICROSTRUCTURAL DEVICES OR SYSTEMS	0
B82B	NANOSTRUCTURES FORMED BY MANIPULATION OF INDIVIDUAL ATOMS  MOLECULES  OR LIMITED COLLECTIONS OF ATOMS OR MOLECULES AS DISCRETE UNITS  MANUFACTURE OR TREATMENT THEREOF	1
B82Y	SPECIFIC USES OR APPLICATIONS OF NANOSTRUCTURES  MEASUREMENT OR ANALYSIS OF NANOSTRUCTURES  MANUFACTURE? OR TREATMENT OF NANOSTRUCTURES	1
B99Z	SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION	1
C01B	NON-METALLIC ELEMENTS  COMPOUNDS THEREOF	0
C01C	AMMONIA  CYANOGEN  COMPOUNDS THEREOF 	0
C01D	COMPOUNDS OF ALKALI METALS  i.e. LITHIUM  SODIUM  POTASSIUM  RUBIDIUM  CAESIUM  OR FRANCIUM 	0
C01F	COMPOUNDS OF THE METALS BERYLLIUM  MAGNESIUM  ALUMINIUM  CALCIUM  STRONTIUM  BARIUM  RADIUM  THORIUM  OR OF THE RARE EARTH METALS	1
C01G	COMPOUNDS CONTAINING METALS	1
C02F	TREATMENT OF WATER  WASTE WATER  SEWAGE  OR SLUDGE	1
C03B	MANUFACTURE OR SHAPING OF GLASS  OR OF MINERAL OR SLAG WOOL  SUPPLEMENTARY PROCESSES IN THE MANUFACTURE OR SHAPING OF GLASS  OR OF MINERAL OR SLAG WOOL	1
C03C	CHEMICAL COMPOSITION OF GLASSES  GLAZES OR VITREOUS ENAMELS  SURFACE TREATMENT OF GLASS  SURFACE TREATMENT OF FIBRES OR FILAMENTS MADE FROM GLASS  MINERALS OR SLAGS  JOINING GLASS TO GLASS OR OTHER MATERIALS	1
C04B	LIME  MAGNESIA  SLAG  CEMENTS  COMPOSITIONS THEREOF  e.g. MORTARS  CONCRETE OR LIKE BUILDING MATERIALS  ARTIFICIAL STONE  CERAMICS   REFRACTORIES   TREATMENT OF NATURAL STONE	1
C05B	PHOSPHATIC FERTILISERS	1
C05C	NITROGENOUS FERTILISERS	1
C05D	INORGANIC FERTILISERS   FERTILISERS PRODUCING CARBON DIOXIDE	0
C05F	ORGANIC FERTILISERS   e.g. FERTILISERS FROM WASTE OR REFUSE	0
C05G	MIXTURES OF FERTILISERS COVERED INDIVIDUALLY BY DIFFERENT SUBCLASSES OF CLASS C05  MIXTURES OF ONE OR MORE FERTILISERS WITH ADDITIVES NOT HAVING A SPECIFIC FERTILISING ACTIVITY   FERTILISERS CHARACTERISED BY THEIR FORM	0
C06B	EXPLOSIVE OR THERMIC COMPOSITIONS   MANUFACTURE THEREOF  USE OF SINGLE SUBSTANCES AS EXPLOSIVES	0
C06C	DETONATING OR PRIMING DEVICES  FUSES  CHEMICAL LIGHTERS  PYROPHORIC COMPOSITIONS	0
C06D	MEANS FOR GENERATING SMOKE OR MIST  GAS-ATTACK COMPOSITIONS  GENERATION OF GAS FOR BLASTING OR PROPULSION	0
C06F	MATCHES  MANUFACTURE OF MATCHES	0
C07B	GENERAL METHODS OF ORGANIC CHEMISTRY  APPARATUS THEREFOR	0
C07C	ACYCLIC OR CARBOCYCLIC COMPOUNDS 	1
C07D	HETEROCYCLIC COMPOUNDS 	0
C07F	ACYCLIC  CARBOCYCLIC  OR HETEROCYCLIC COMPOUNDS CONTAINING ELEMENTS OTHER THAN CARBON  HYDROGEN  HALOGEN  OXYGEN  NITROGEN  SULFUR  SELENIUM OR TELLURIUM	1
C07G	COMPOUNDS OF UNKNOWN CONSTITUTION	0
C07H	SUGARS  DERIVATIVES THEREOF  NUCLEOSIDES  NUCLEOTIDES  NUCLEIC ACIDS	1
C07J	STEROIDS 	0
C07K	PEPTIDES 	1
C08B	POLYSACCHARIDES  DERIVATIVES THEREOF	0
C08C	TREATMENT OR CHEMICAL MODIFICATION OF RUBBERS	1
C08F	MACROMOLECULAR COMPOUNDS OBTAINED BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS	1
C08G	MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS	1
C08H	DERIVATIVES OF NATURAL MACROMOLECULAR COMPOUNDS	0
C08J	WORKING-UP  GENERAL PROCESSES OF COMPOUNDING  	0
C08K	USE OF INORGANIC OR NON-MACROMOLECULAR ORGANIC SUBSTANCES AS COMPOUNDING INGREDIENTS	0
C08L	COMPOSITIONS OF MACROMOLECULAR COMPOUNDS	0
C09B	ORGANIC DYES OR CLOSELY-RELATED COMPOUNDS FOR PRODUCING DYES  MORDANTS  LAKES 	0
C09C	TREATMENT OF INORGANIC MATERIALS  OTHER THAN FIBROUS FILLERS  TO ENHANCE THEIR PIGMENTING OR FILLING PROPERTIES   PREPARATION OF CARBON BLACK	0
C09D	COATING COMPOSITIONS  e.g. PAINTS  VARNISHES?OR LACQUERS  FILLING PASTES  CHEMICAL PAINT OR INK REMOVERS  INKS  CORRECTING FLUIDS  WOODSTAINS  PASTES OR SOLIDS FOR COLOURING OR PRINTING  USE OF MATERIALS THEREFOR 	0
C09F	NATURAL RESINS  FRENCH POLISH  DRYING-OILS  DRIERS (SICCATIVES)  TURPENTINE	0
C09G	POLISHING COMPOSITIONS   SKI WAXES	0
C09H	PREPARATION OF GLUE OR GELATINE	0
C09J	ADHESIVES  NON-MECHANICAL ASPECTS OF ADHESIVE PROCESSES IN GENERAL  ADHESIVE PROCESSES NOT PROVIDED FOR ELSEWHERE  USE OF MATERIALS AS ADHESIVES	0
C09K	MATERIALS FOR APPLICATIONS  APPLICATIONS OF MATERIALS 	1
C10B	DESTRUCTIVE DISTILLATION OF CARBONACEOUS MATERIALS FOR PRODUCTION OF GAS  COKE  TAR  OR SIMILAR MATERIALS	1
C10C	WORKING-UP TAR  PITCH  ASPHALT  BITUMEN  PYROLIGNEOUS ACID	1
C10F	DRYING OR WORKING-UP OF PEAT	1
C10G	CRACKING HYDROCARBON OILS  PRODUCTION OF LIQUID HYDROCARBON MIXTURES  e.g. BY DESTRUCTIVE HYDROGENATION  OLIGOMERISATION  POLYMERISATION   RECOVERY OF HYDROCARBON OILS FROM OIL-SHALE  OIL-SAND  OR GASES  REFINING MIXTURES MAINLY CONSISTING OF HYDROCARBONS  REFORMING OF NAPHTHA  MINERAL WAXES	1
C10H	PRODUCTION OF ACETYLENE BY WET METHODS	1
C10J	PRODUCTION OF GASES CONTAINING CARBON MONOXIDE AND HYDROGEN FROM SOLID CARBONACEOUS MATERIALS BY PARTIAL OXIDATION?PROCESSES INVOLVING OXYGEN OR STEAM?  CARBURETTING AIR OR OTHER GASES	1
C10K	PURIFYING OR MODIFYING THE CHEMICAL COMPOSITION OF COMBUSTIBLE GASES CONTAINING CARBON MONOXIDE	1
C10L	FUELS   NATURAL GAS  LIQUEFIED PETROLEUM GAS  ?USE OF ADDITIVES TO FUELS OR FIRES  ?FIRE-LIGHTERS	0
C10M	LUBRICATING COMPOSITIONS   USE OF CHEMICAL SUBSTANCES EITHER ALONE OR AS LUBRICATING INGREDIENTS IN A LUBRICATING COMPOSITION 	0
C10N	INDEXING SCHEME ASSOCIATED WITH SUBCLASS C10M	0
C11B	PRODUCING  e.g. BY PRESSING RAW MATERIALS OR BY EXTRACTION FROM WASTE MATERIALS  REFINING OR PRESERVING FATS  FATTY SUBSTANCES  e.g. LANOLIN  FATTY OILS OR WAXES  ESSENTIAL OILS  PERFUMES	0
C11C	FATTY ACIDS?OBTAINED?FROM FATS  OILS OR WAXES  CANDLES  FATS  OILS OR FATTY ACIDS OBTAINED BY CHEMICAL MODIFICATION OF FATS  OILS OR FATTY ACIDS	0
C11D	DETERGENT COMPOSITIONS  USE OF SINGLE SUBSTANCES AS DETERGENTS  SOAP OR SOAP-MAKING  RESIN SOAPS  RECOVERY OF GLYCEROL	0
C12C	BEER  PREPARATION OF BEER BY FERMENTATION  PREPARATION OF MALT FOR MAKING BEER  PREPARATION OF HOPS FOR MAKING BEER	0
C12F	RECOVERY OF BY-PRODUCTS OF FERMENTED SOLUTIONS   DENATURED ALCOHOL  PREPARATION THEREOF	0
C12G	WINE  PREPARATION THEREOF  ALCOHOLIC BEVERAGES   PREPARATION OF ALCOHOLIC BEVERAGES 	1
C12H	PASTEURISATION  STERILISATION  PRESERVATION  PURIFICATION  CLARIFICATION OR AGEING OF ALCOHOLIC BEVERAGES  METHODS FOR ALTERING THE ALCOHOL CONTENT OF FERMENTED SOLUTIONS OR ALCOHOLIC BEVERAGES	0
C12J	VINEGAR  PREPARATION OR PURIFICATION THEREOF	1
C12L	PITCHING OR DEPITCHING MACHINES  CELLAR TOOLS	0
C12M	APPARATUS FOR ENZYMOLOGY OR MICROBIOLOGY	1
C12N	MICROORGANISMS OR ENZYMES  COMPOSITIONS THEREOF  PROPAGATING  PRESERVING  OR MAINTAINING MICROORGANISMS  MUTATION OR GENETIC ENGINEERING  CULTURE MEDIA 	0
C12P	FERMENTATION OR ENZYME-USING PROCESSES TO SYNTHESISE A DESIRED CHEMICAL COMPOUND OR COMPOSITION OR TO SEPARATE OPTICAL ISOMERS FROM A RACEMIC MIXTURE	1
C12Q	MEASURING OR TESTING PROCESSES INVOLVING ENZYMES  NUCLEIC ACIDS OR MICROORGANISMS   COMPOSITIONS OR TEST PAPERS THEREFOR  PROCESSES OF PREPARING SUCH COMPOSITIONS  CONDITION-RESPONSIVE CONTROL IN MICROBIOLOGICAL OR ENZYMOLOGICAL PROCESSES	0
C12R	INDEXING SCHEME ASSOCIATED WITH SUBCLASSES C12C ~ C12Q  RELATING TO MICROORGANISMS	1
C13B	PRODUCTION OF SUCROSE  APPARATUS SPECIALLY ADAPTED THEREFOR 	1
C13K	SACCHARIDES OBTAINED FROM NATURAL SOURCES OR BY HYDROLYSIS OF NATURALLY OCCURRING DISACCHARIDES  OLIGOSACCHARIDES OR POLYSACCHARIDES 	1
C14B	MECHANICAL TREATMENT OR PROCESSING OF SKINS  HIDES  OR LEATHER IN GENERAL  PELT-SHEARING MACHINES  INTESTINE-SPLITTING MACHINES	0
C14C	TREATING SKINS  HIDES OR LEATHER WITH CHEMICALS  ENZYMES OR MICROORGANISMS  e.g. TANNING  IMPREGNATING OR FINISHING  APPARATUS THEREFOR  COMPOSITIONS FOR TANNING	0
C21B	MANUFACTURE OF IRON OR STEEL	0
C21C	PROCESSING OF PIG-IRON  e.g. REFINING  MANUFACTURE OF WROUGHT-IRON OR STEEL  TREATMENT IN MOLTEN STATE OF FERROUS ALLOYS	1
C21D	MODIFYING THE PHYSICAL STRUCTURE OF FERROUS METALS  GENERAL DEVICES FOR HEAT TREATMENT OF FERROUS OR NON-FERROUS METALS OR ALLOYS  MAKING METAL MALLEABLE  e.g. BY DECARBURISATION OR TEMPERING 	1
C22B	PRODUCTION OR REFINING OF METALS  PRETREATMENT OF RAW MATERIALS	1
C22C	ALLOYS	1
C22F	CHANGING THE PHYSICAL STRUCTURE OF NON-FERROUS METALS OR NON-FERROUS ALLOYS 	1
C23C	COATING METALLIC MATERIAL  COATING MATERIAL WITH METALLIC MATERIAL  SURFACE TREATMENT OF METALLIC MATERIAL BY DIFFUSION INTO THE SURFACE  BY CHEMICAL CONVERSION OR SUBSTITUTION  COATING BY VACUUM EVAPORATION  BY SPUTTERING  BY ION IMPLANTATION OR BY CHEMICAL VAPOUR DEPOSITION  IN GENERAL	1
C23D	ENAMELLING OF  OR APPLYING A VITREOUS LAYER TO  METALS 	1
C23F	NON-MECHANICAL REMOVAL OF METALLIC MATERIAL FROM SURFACES   INHIBITING CORROSION OF METALLIC MATERIAL  INHIBITING INCRUSTATION IN GENERAL   MULTI-STEP PROCESSES FOR SURFACE TREATMENT OF METALLIC MATERIAL INVOLVING AT LEAST ONE PROCESS PROVIDED FOR IN CLASS C23 AND AT LEAST ONE PROCESS COVERED BY SUBCLASS C21D?OR C22F OR CLASS C25	1
C23G	CLEANING OR DE-GREASING OF METALLIC MATERIAL BY CHEMICAL METHODS OTHER THAN ELECTROLYSIS 	0
C25B	ELECTROLYTIC OR ELECTROPHORETIC PROCESSES FOR THE PRODUCTION OF COMPOUNDS OR NON- METALS  APPARATUS THEREFOR 	0
C25C	PROCESSES FOR THE ELECTROLYTIC PRODUCTION  RECOVERY OR REFINING OF METALS  APPARATUS THEREFOR	0
C25D	PROCESSES FOR THE ELECTROLYTIC OR ELECTROPHORETIC PRODUCTION OF COATINGS  ELECTROFORMING  JOINING WORKPIECES BY ELECTROLYSIS  APPARATUS THEREFOR	0
C25F	PROCESSES FOR THE ELECTROLYTIC REMOVAL OF MATERIALS FROM OBJECTS  APPARATUS THEREFOR 	0
C30B	SINGLE-CRYSTAL GROWTH   UNIDIRECTIONAL SOLIDIFICATION OF EUTECTIC MATERIAL OR UNIDIRECTIONAL DEMIXING OF EUTECTOID MATERIAL  REFINING BY ZONE-MELTING OF MATERIAL   PRODUCTION OF A HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE   SINGLE CRYSTALS OR HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE  AFTER-TREATMENT OF SINGLE CRYSTALS OR A HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE   APPARATUS THEREFOR	0
C40B	COMBINATORIAL CHEMISTRY  LIBRARIES  e.g. CHEMICAL LIBRARIES   	0
C99Z	SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION	0
D01B	MECHANICAL TREATMENT OF NATURAL FIBROUS OR FILAMENTARY MATERIAL TO OBTAIN FIBRES OR FILAMENTS  e.g. FOR SPINNING 	1
D01C	CHEMICAL OR BIOLOGICAL TREATMENT OF NATURAL FILAMENTARY OR FIBROUS MATERIAL TO OBTAIN FILAMENTS OR FIBRES FOR SPINNING  CARBONISING RAGS TO RECOVER ANIMAL FIBRES	0
D01D	MECHANICAL METHODS OR APPARATUS IN THE MANUFACTURE OF MAN-MADE FILAMENTS  THREADS  FIBRES  BRISTLES OR RIBBONS 	1
D01F	CHEMICAL FEATURES IN THE MANUFACTURE OF MAN-MADE FILAMENTS  THREADS  FIBRES  BRISTLES OR RIBBONS  APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OF CARBON FILAMENTS	0
D01G	PRELIMINARY TREATMENT OF FIBRES  e.g. FOR SPINNING 	1
D01H	SPINNING OR TWISTING	0
D02G	CRIMPING OR CURLING FIBRES  FILAMENTS  YARNS  OR THREADS  YARNS OR THREADS	1
D02H	WARPING  BEAMING  OR LEASING	0
D02J	FINISHING OR DRESSING OF FILAMENTS  YARNS  THREADS  CORDS  ROPES  OR THE LIKE	1
D03C	SHEDDING MECHANISMS  PATTERN CARDS OR CHAINS  PUNCHING OF CARDS  DESIGNING PATTERNS	1
D03D	WOVEN FABRICS  METHODS OF WEAVING  LOOMS	1
D03J	AUXILIARY WEAVING APPARATUS  WEAVERS' TOOLS  SHUTTLES	0
D04B	KNITTING	0
D04C	BRAIDING OR MANUFACTURE OF LACE  INCLUDING BOBBIN-NET OR CARBONISED LACE  BRAIDING MACHINES  BRAID  LACE 	0
D04D	TRIMMINGS  RIBBONS  TAPES  OR BANDS  NOT OTHERWISE PROVIDED FOR	0
D04G	MAKING NETS BY KNOTTING OF FILAMENTARY MATERIAL  MAKING KNOTTED CARPETS OR TAPESTRIES  KNOTTING 	0
D04H	MAKING TEXTILE FABRICS  e.g. FROM FIBRES OR FILAMENTARY MATERIAL   FABRICS MADE BY SUCH PROCESSES OR APPARATUS  e.g. FELTS  NON-WOVEN FABRICS  COTTON-WOOL  WADDING 	0
D05B	SEWING	0
D05C	EMBROIDERING   TUFTING	0
D06B	TREATING TEXTILE MATERIALS USING LIQUIDS  GASES OR VAPOURS	0
D06C	FINISHING  DRESSING  TENTERING OR STRETCHING TEXTILE FABRICS	0
D06F	LAUNDERING  DRYING  IRONING  PRESSING OR FOLDING TEXTILE ARTICLES	0
D06G	MECHANICAL OR PRESSURE CLEANING OF CARPETS  RUGS  SACKS  HIDES  OR OTHER SKIN OR TEXTILE ARTICLES OR FABRICS  TURNING INSIDE-OUT FLEXIBLE TUBULAR OR OTHER HOLLOW ARTICLES	1
D06H	MARKING  INSPECTING  SEAMING OR SEVERING TEXTILE MATERIALS	1
D06J	PLEATING  KILTING OR GOFFERING TEXTILE FABRICS OR WEARING APPAREL	1
D06L	DRY-CLEANING  WASHING OR BLEACHING FIBRES  FILAMENTS  THREADS  YARNS  FABRICS  FEATHERS OR MADE-UP FIBROUS GOODS  BLEACHING LEATHER OR FURS	1
D06M	TREATMENT  OF FIBRES  THREADS  YARNS  FABRICS  FEATHERS OR FIBROUS GOODS MADE FROM SUCH MATERIALS	1
D06N	WALL  FLOOR  OR LIKE COVERING MATERIALS  e.g. LINOLEUM  OILCLOTH  ARTIFICIAL LEATHER  ROOFING FELT  CONSISTING OF A FIBROUS WEB COATED WITH A LAYER OF MACROMOLECULAR MATERIAL  FLEXIBLE SHEET MATERIAL NOT OTHERWISE PROVIDED FOR	1
D06P	DYEING OR PRINTING TEXTILES  DYEING LEATHER  FURS OR SOLID MACROMOLECULAR SUBSTANCES IN ANY FORM	1
D06Q	DECORATING TEXTILES 	1
D07B	ROPES OR CABLES IN GENERAL	0
D21B	FIBROUS RAW MATERIALS OR THEIR MECHANICAL TREATMENT	0
D21C	PRODUCTION OF CELLULOSE BY REMOVING NON-CELLULOSE SUBSTANCES FROM CELLULOSE- CONTAINING MATERIALS  REGENERATION OF PULPING LIQUORS  APPARATUS THEREFOR	0
D21D	TREATMENT OF THE MATERIALS BEFORE PASSING TO THE PAPER-MAKING MACHINE	0
D21F	PAPER-MAKING MACHINES  METHODS OF PRODUCING PAPER THEREON	0
D21G	CALENDERS  ACCESSORIES FOR PAPER-MAKING MACHINES 	0
D21H	PULP COMPOSITIONS  PREPARATION THEREOF   IMPREGNATING OR COATING OF PAPER  TREATMENT OF FINISHED PAPER   PAPER 	0
D21J	FIBREBOARD  MANUFACTURE OF ARTICLES FROM CELLULOSIC FIBROUS SUSPENSIONS OR FROM PAPIER-M?CH?	0
D99Z	SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION	1
E01B	PERMANENT WAY  PERMANENT-WAY TOOLS  MACHINES FOR MAKING RAILWAYS OF ALL KINDS	0
E01C	CONSTRUCTION OF  OR SURFACES FOR  ROADS  SPORTS GROUNDS  OR THE LIKE  MACHINES OR AUXILIARY TOOLS FOR CONSTRUCTION OR REPAIR	1
E01D	BRIDGES 	0
E01F	ADDITIONAL WORK  SUCH AS EQUIPPING ROADS OR THE CONSTRUCTION OF PLATFORMS  HELICOPTER LANDING STAGES  SIGNS  SNOW FENCES  OR THE LIKE	1
E01H	STREET CLEANING  CLEANING OF PERMANENT WAYS  CLEANING BEACHES  CLEANING LAND  DISPERSING FOG IN GENERAL	0
E02B	HYDRAULIC ENGINEERING 	1
E02C	SHIP-LIFTING DEVICES OR MECHANISMS	0
E02D	FOUNDATIONS  EXCAVATIONS  EMBANKMENTS  UNDERGROUND OR UNDERWATER STRUCTURES	1
E02F	DREDGING  SOIL-SHIFTING 	1
E03B	INSTALLATIONS OR METHODS FOR OBTAINING  COLLECTING  OR DISTRIBUTING WATER 	1
E03C	DOMESTIC PLUMBING INSTALLATIONS FOR FRESH WATER OR WASTE WATER  SINKS	0
E03D	WATER-CLOSETS OR URINALS WITH FLUSHING DEVICES  FLUSHING VALVES THEREFOR	0
E03F	SEWERS  CESSPOOLS	0
E04B	GENERAL BUILDING CONSTRUCTIONS  WALLS  e.g. PARTITIONS  ROOFS  FLOORS  CEILINGS  INSULATION OR OTHER PROTECTION OF BUILDINGS	1
E04C	STRUCTURAL ELEMENTS  BUILDING MATERIALS 	1
E04D	ROOF COVERINGS  SKY-LIGHTS  GUTTERS  ROOF-WORKING TOOLS 	1
E04F	FINISHING WORK ON BUILDINGS  e.g. STAIRS  FLOORS	1
E04G	SCAFFOLDING  FORMS  SHUTTERING  BUILDING IMPLEMENTS OR AIDS  OR THEIR USE  HANDLING BUILDING MATERIALS ON THE SITE  REPAIRING  BREAKING-UP OR OTHER WORK ON EXISTING BUILDINGS	1
E04H	BUILDINGS OR LIKE STRUCTURES FOR PARTICULAR PURPOSES  SWIMMING OR SPLASH BATHS OR POOLS  MASTS  FENCING  TENTS OR CANOPIES  IN GENERAL 	1
E05B	LOCKS  ACCESSORIES THEREFOR  HANDCUFFS	1
E05C	BOLTS OR FASTENING DEVICES FOR WINGS  SPECIALLY FOR DOORS OR WINDOWS 	1
E05D	HINGES OR SUSPENSION DEVICES FOR DOORS  WINDOWS OR WINGS	0
E05F	DEVICES FOR MOVING WINGS INTO OPEN OR CLOSED POSITION  CHECKS FOR WINGS  WING FITTINGS NOT OTHERWISE PROVIDED FOR  CONCERNED WITH THE FUNCTIONING OF THE WING	0
E05G	SAFES OR STRONG-ROOMS FOR VALUABLES  BANK PROTECTION DEVICES  SAFETY TRANSACTION PARTITIONS	0
